,closeprice,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77
20140331,27.7,27.11,27.04,26.66,25.62,26.48,27.46,0.12,0.48,0.6,0.32,-0.2,65.42,60.31,55.88,52.42,65.12,63.09,77.19,80.84,78.21,77.96,82.82,85.9,22.4,25.98,14.88,6.8,0.44,0.37,0.42,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,118,193.79,116.31,121.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.97,30.82,23.34,14.55,2067104,82939.5,1.47,0.91,4.14,2.4,2.59,1,-1
20140401,28,27.22,27.1,26.72,25.65,26.48,27.45,0.18,0.52,0.69,0.33,-0.18,70.2,63.15,56.98,53,71.76,70.37,81.16,84.29,85.05,84.92,89.1,91.2,24.63,26.45,15.06,6.87,0.43,0.38,0.42,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,140.94,231.84,157.41,139.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44.67,35.43,25.31,15.66,2072307,82995.85,1.08,2.38,2.19,3.9,4.67,2,1
20140402,27.95,27.34,27.14,26.76,25.67,26.47,27.44,0.21,0.55,0.76,0.35,-0.16,68.45,62.37,56.74,52.89,76.88,75.93,84.6,87.29,87.12,87.06,91.47,93.28,26.31,26.82,15.22,6.94,0.43,0.38,0.43,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,110.55,179.56,152.11,133.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.47,33.87,24.77,15.41,2069805,82991.38,-0.18,2.38,1.82,4.49,3.14,3,1
20140403,28.1,27.47,27.2,26.82,25.7,26.46,27.44,0.24,0.58,0.82,0.36,-0.15,70.87,63.78,57.29,53.18,81.99,81.35,88.05,90.21,92.21,92.18,94.97,96.06,27.83,27.17,15.38,7.01,0.44,0.38,0.43,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,94.12,153.8,155.21,132.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.47,33.87,24.77,15.41,2072221,83004.34,0.54,1.44,2.74,4.85,4.07,4,1
20140407,28.05,27.59,27.26,26.87,25.72,26.45,27.44,0.26,0.6,0.87,0.38,-0.13,68.91,62.95,57.05,53.07,85.79,85.36,90.67,92.43,93.4,93.39,95.9,96.87,29.19,27.51,15.54,7.08,0.44,0.38,0.43,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,80.3,129.39,153.61,129.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.47,33.87,24.77,15.41,2070727,83001.69,-0.18,0.18,2.75,4.47,4.47,1,-1
20140408,28.1,27.74,27.32,26.92,25.75,26.45,27.43,0.27,0.63,0.9,0.39,-0.12,69.84,63.45,57.23,53.17,88.87,88.69,92.82,94.24,95.03,95.34,97.13,97.85,30.42,27.83,15.69,7.15,0.41,0.38,0.43,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,71.21,115.18,154.27,127.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.47,33.87,24.77,15.41,2073053,83005.83,0.18,0.54,1.44,5.64,5.05,2,-1
20140409,28.3,27.83,27.39,26.97,25.78,26.44,27.43,0.29,0.66,0.95,0.41,-0.1,73.37,65.42,57.97,53.55,89.83,90.52,93.98,95.26,91.75,94.18,96.29,97.3,32.64,28.43,15.88,7.23,0.36,0.38,0.43,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,116.47,136.64,192.24,140.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52.64,39.85,27.14,16.72,2078278,83043.02,0.71,0.71,1.07,3.28,4.81,3,-1
20140410,28,27.89,27.44,27.01,25.81,26.43,27.43,0.28,0.66,0.94,0.42,-0.09,61.39,60.29,56.48,52.89,86.08,89.22,92.78,94.76,78.57,86.63,90.39,93.76,32.99,28.64,16.03,7.3,0.36,0.38,0.43,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,62.9,95.92,161.48,127.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,36.14,32.63,24.85,15.69,2075922,83018.05,-1.06,-0.18,0.18,2,3.32,4,1
20140411,27.65,27.91,27.46,27.04,25.84,26.42,27.42,0.23,0.65,0.88,0.43,-0.08,50.67,55,54.8,52.14,76.48,84.38,88.99,92.56,57.28,74.71,81.4,88.18,30.94,28.26,16.11,7.36,0.38,0.4,0.43,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-39.55,47.43,110.95,107.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.49,21.13,20.98,13.91,2073888,82992.62,-1.25,-1.6,-1.6,1.1,1.84,5,-1
20140414,27.8,27.96,27.51,27.06,25.87,26.41,27.42,0.21,0.64,0.84,0.43,-0.07,54.45,56.71,55.38,52.43,66.88,80.34,85.82,90.72,47.69,72.24,79.49,87.03,28.79,27.83,16.18,7.41,0.38,0.39,0.42,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-113.74,31.58,94.96,101.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.47,19.57,20.44,13.65,2074879,82998,0.54,-1.77,-0.89,1.83,3.54,1,-1
20140415,27.9,27.99,27.55,27.09,25.91,26.4,27.41,0.19,0.63,0.83,0.44,-0.06,56.91,57.84,55.76,52.63,59.02,78,83.97,89.66,43.29,73.33,80.26,87.53,28.94,27.89,16.31,7.48,0.37,0.4,0.42,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,15.66,68.24,134.14,116.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30.26,29.17,23.91,15.54,2076857,83005.11,0.36,-0.36,-0.71,0.72,3.14,2,-1
20140416,28.35,28.02,27.62,27.12,25.94,26.39,27.41,0.22,0.66,0.87,0.46,-0.04,66.04,62.47,57.44,53.49,59.26,79.08,84.66,90.15,59.74,81.23,86.03,91.14,30,28.21,16.47,7.55,0.41,0.42,0.43,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,126.25,94.28,161.84,127.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.52,34.13,25.88,16.64,2081291,83076.63,1.61,2.53,0.18,1.25,5.19,3,1
20140417,28.1,28.04,27.69,27.15,25.98,26.39,27.41,0.21,0.66,0.87,0.46,-0.03,58.4,58.7,56.24,52.95,58.19,79.3,84.71,90.2,56.06,79.75,84.82,90.3,30.95,28.5,16.63,7.63,0.41,0.42,0.43,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,81.38,84.25,150.34,123.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.52,34.13,25.88,16.64,2078763,83054.34,-0.88,1.08,0.36,0.54,5.05,4,1
20140418,28.1,28.04,27.75,27.18,26.01,26.38,27.4,0.2,0.66,0.86,0.47,-0.02,58.4,58.7,56.24,52.95,56.87,79.2,84.55,90.1,54.22,79,84.21,89.89,30.75,28.53,16.76,7.7,0.41,0.42,0.42,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,21.71,61.61,128.31,114.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.95,29.12,24.22,15.87,2078763,83054.34,0,0.72,1.63,0,4.85,5,-1
20140421,27.9,28.02,27.81,27.21,26.04,26.37,27.4,0.18,0.64,0.82,0.48,-0.01,52.41,55.72,55.28,52.52,52.5,77.56,83.24,89.26,43.78,74.28,80.63,87.58,30.22,28.48,16.87,7.76,0.4,0.42,0.42,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-37.88,32.83,104.93,105.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.43,27.45,23.66,15.62,2078114,83049.72,-0.71,-1.59,0.36,-0.53,3.91,1,-1
20140422,27.9,28,27.87,27.23,26.07,26.36,27.4,0.15,0.63,0.78,0.48,0,52.41,55.72,55.28,52.52,47.85,74.77,81.77,88.31,38.56,69.19,78.84,86.42,28.38,28.1,16.95,7.82,0.41,0.41,0.42,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-63.89,3.52,89.55,99.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.86,20.86,21.46,14.6,2078114,83049.72,0,-0.71,0,-0.71,4.89,2,-1
20140423,27.9,27.96,27.9,27.25,26.11,26.35,27.4,0.13,0.61,0.75,0.49,0.01,52.41,55.72,55.28,52.52,43.88,70,80.5,87.44,35.94,60.46,77.94,85.68,27.23,27.84,17.03,7.88,0.41,0.39,0.42,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-24.9,13.08,95.2,102.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.86,22.95,22.16,14.97,2078114,83049.72,0,-0.71,-1.59,-1.41,1.82,3,-1
20140424,27.9,27.95,27.92,27.28,26.14,26.34,27.4,0.12,0.6,0.72,0.49,0.02,52.41,55.72,55.28,52.52,40.8,65.36,79.5,86.73,34.64,56.09,77.5,85.31,26.2,27.6,17.12,7.94,0.39,0.38,0.42,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-18.13,7.79,91.82,100.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.86,22.95,22.16,14.97,2078114,83049.72,0,0,-0.71,-0.36,1.64,4,1
20140425,27.15,27.9,27.91,27.29,26.16,26.33,27.39,0.04,0.54,0.57,0.48,0.03,33.04,45.16,51.75,50.9,37.85,57.8,74.66,83.51,31.95,42.68,64.98,77.07,27.46,26.77,16.98,7.94,0.47,0.43,0.43,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-245.67,-241.44,-13.19,58.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.81,11.01,9,8.61,2074972,82965.25,-2.69,-2.69,-3.38,-1.81,-0.73,5,-1
20140428,27.1,27.83,27.9,27.3,26.18,26.32,27.39,-0.03,0.48,0.45,0.47,0.03,32.16,44.57,51.53,50.79,35.03,50.12,69.07,79.81,29.39,34.75,57.9,72.4,28.59,25.98,16.85,7.95,0.5,0.44,0.44,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,-195.65,-288.45,-52.88,42.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.81,11.01,9,8.61,2073424,82962.4,-0.18,-2.87,-2.87,-2.52,-0.73,1,-1
20140429,27.1,27.75,27.87,27.31,26.2,26.3,27.38,-0.07,0.43,0.35,0.46,0.03,32.16,44.57,51.53,50.79,32.73,43.68,64.17,76.56,28.11,30.79,54.36,70.07,28.2,24.92,16.75,7.96,0.49,0.43,0.44,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-107.4,-196.13,-30.57,51.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.71,4.84,10.91,9.58,2073424,82962.4,0,-2.87,-2.87,-2.87,-2.17,2,-1
20140430,26.95,27.61,27.82,27.32,26.22,26.29,27.38,-0.12,0.37,0.25,0.45,0.03,29.27,42.7,50.85,50.48,30.01,37.5,59.49,73.47,24.58,25.15,50.13,67.29,27.58,23.86,16.66,7.98,0.46,0.43,0.44,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-82.7,-157.86,-35.51,49.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21.95,3.62,11.29,9.78,2072668,82958.22,-0.55,-0.74,-3.41,-4.94,-3.75,3,1
20140502,27.3,27.53,27.78,27.34,26.25,26.29,27.37,-0.12,0.34,0.22,0.44,0.04,42.63,48.04,52.34,51.2,31.46,35.29,57.58,72.2,34.35,30.87,53.75,69.67,27.02,22.85,16.57,7.99,0.46,0.43,0.44,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-55.77,-116.98,-26.68,53.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21.95,3.62,11.29,9.78,2073508,82969.13,1.3,0.74,-2.15,-2.85,-2.33,5,1
20140505,27.15,27.44,27.74,27.36,26.28,26.28,27.37,-0.13,0.3,0.17,0.43,0.04,39.11,46.1,51.66,50.88,32.95,33.55,54.34,71.22,35.92,30.07,47.88,69.24,25.88,21.76,16.5,8.01,0.46,0.43,0.44,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-38.28,-92.28,-23.45,56.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.65,1.03,12.06,10.17,2072930,82965.95,-0.55,0.18,0,-3.38,-3.38,1,1
20140506,27.3,27.38,27.7,27.37,26.3,26.28,27.36,-0.13,0.28,0.15,0.43,0.04,44.23,48.3,52.29,51.18,35.76,33.48,51.45,71.03,41.4,33.33,45.68,70.64,24.86,20.72,16.42,8.03,0.46,0.43,0.43,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-21.22,-73.48,-18.07,58.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.65,1.03,12.06,10.17,2073551,82969.38,0.55,1.3,0.74,-2.15,-2.67,2,1
20140507,27.15,27.3,27.65,27.37,26.33,26.28,27.36,-0.13,0.25,0.12,0.42,0.05,40.45,46.31,51.6,50.86,36.99,32.75,48.08,70.59,39.45,31.3,41.32,69.73,23.94,19.73,16.35,8.05,0.45,0.43,0.41,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-27.34,-74.58,-29.23,53.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.65,1.03,12.06,10.17,2072802,82965.27,-0.55,-0.55,0.18,-2.69,-3.38,3,1
20140508,27.2,27.23,27.59,27.36,26.35,26.28,27.35,-0.13,0.23,0.09,0.41,0.05,42.28,47.07,51.82,50.97,38.23,32.33,45.46,70.33,40.69,31.5,40.22,69.81,23.11,18.8,16.28,8.07,0.43,0.42,0.41,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-6.79,-63.82,-25.75,53.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.65,1.03,12.06,10.17,2074038,82967.54,0.18,0.18,0.93,-2.51,-3.89,4,-1
20140509,27.1,27.15,27.55,27.36,26.38,26.27,27.35,-0.14,0.2,0.06,0.41,0.05,39.58,45.71,51.35,50.75,38.81,31.28,42.81,69.81,39.99,29.17,37.5,68.78,22.98,18.06,16.19,8.08,0.42,0.41,0.4,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-30.3,-72.1,-41.88,46.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21.81,3.98,11.03,9.68,2073497,82965.55,-0.37,-0.73,-0.73,-2.87,-3.21,5,-1
20140512,28.15,27.25,27.57,27.37,26.41,26.27,27.35,-0.05,0.24,0.19,0.41,0.06,65.35,58.9,55.6,52.86,46.83,38.72,48.19,73.06,62.85,53.61,58.97,79.55,24.38,18.33,16.25,8.13,0.42,0.45,0.41,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,324.82,86.98,124.64,110.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,23.56,19.7,14.15,2078579,83162.46,3.87,3.68,3.68,3.68,1.81,1,-1
20140513,27.8,27.32,27.57,27.38,26.44,26.27,27.35,-0.01,0.25,0.24,0.42,0.07,56.44,54.27,54,52.11,51.69,44.91,52.83,75.6,61.43,57.29,62.09,80.68,24.47,18.31,16.27,8.17,0.44,0.47,0.42,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,144.74,54.78,90.43,97.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.31,17.85,17.67,13.17,2076610,83137.98,-1.24,2.21,1.83,2.58,0,2,1
20140514,27.8,27.39,27.57,27.4,26.47,26.27,27.34,0.02,0.26,0.28,0.42,0.08,56.44,54.27,54,52.11,54.47,49.65,56.44,77.38,60.02,59.13,63.66,80.93,23.99,18.15,16.28,8.21,0.42,0.46,0.41,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,70.69,27.08,56.26,83.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.64,15.05,16.66,12.68,2076610,83137.98,0,2.58,2.39,2.58,-0.36,3,1
20140515,28.35,27.53,27.57,27.42,26.5,26.27,27.34,0.08,0.3,0.39,0.43,0.09,65.55,59.78,56.05,53.17,62.41,58.75,63.09,80.76,78.29,76.94,76.39,87.52,25.04,18.42,16.34,8.26,0.43,0.45,0.41,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,110.14,91.12,114.23,108.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34.47,23.64,19.8,14.36,2078266,83170.74,1.98,0.71,4.23,5.19,0,4,-1
20140516,28.15,27.61,27.57,27.44,26.53,26.28,27.34,0.12,0.33,0.44,0.44,0.1,60.44,57.15,55.14,52.74,66.48,64.99,68.2,83.33,74.63,77.49,78.41,88.47,26.65,18.9,16.42,8.32,0.45,0.45,0.41,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,100.79,108.15,125.8,114.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.17,27.91,21.47,15.27,2073784,83139.12,-0.71,1.26,3.87,3.11,0.18,5,1
20140519,28.1,27.71,27.57,27.46,26.56,26.28,27.34,0.13,0.34,0.48,0.44,0.11,59.16,56.49,54.91,52.63,68.05,68.85,71.58,85,71.18,76.55,78.34,88.35,27.79,19.27,16.5,8.37,0.44,0.45,0.41,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,64.52,84.08,98.84,103.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.03,26.42,20.95,15.03,2072318,83136.52,-0.18,1.08,-0.18,3.5,0,1,1
20140520,28.1,27.79,27.58,27.47,26.59,26.28,27.34,0.14,0.36,0.5,0.45,0.12,59.16,56.49,54.91,52.63,68.52,71.26,73.82,86.1,69.46,76.08,78.3,88.29,29.37,19.8,16.6,8.44,0.45,0.46,0.4,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,66.44,92.42,106.22,108.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.6,29.86,22.29,15.76,2072318,83136.52,0,-0.88,1.08,2.93,0.72,2,-1
20140521,28.1,27.89,27.59,27.47,26.61,26.27,27.34,0.15,0.37,0.52,0.45,0.12,59.16,56.49,54.91,52.63,68.55,72.79,75.31,86.82,68.6,75.85,78.28,88.26,30.93,20.35,16.7,8.5,0.47,0.46,0.4,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,61.55,88.77,105.22,108.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44.97,30.71,22.62,15.94,2072318,83136.52,0,-0.18,1.08,3.5,0.72,3,1
20140522,28.75,28.04,27.64,27.5,26.65,26.28,27.34,0.21,0.42,0.62,0.46,0.14,70.37,62.93,57.31,53.88,72.04,76.44,78.66,88.53,79.04,83.76,85.37,91.93,33.41,21.22,16.84,8.57,0.53,0.48,0.4,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,147.1,136.04,157.3,136.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55.75,37.85,25.53,17.55,2078635,83282.64,2.31,2.31,1.41,5.7,3.05,4,1
20140523,28.6,28.19,27.67,27.52,26.68,26.28,27.34,0.23,0.45,0.68,0.48,0.15,65.74,60.75,56.6,53.55,73.55,79.16,81.13,89.71,76.56,84.59,86.08,92.08,35.65,22.05,16.99,8.65,0.54,0.48,0.4,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,154.97,122.31,149.44,135.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55.75,37.85,25.53,17.55,2076295,83270.43,-0.52,1.78,1.6,5.54,2.51,5,1
20140526,28.55,28.23,27.74,27.55,26.72,26.28,27.34,0.24,0.47,0.71,0.48,0.16,64.18,60.02,56.37,53.44,73.52,80.64,82.59,90.34,73.46,83.6,85.49,91.59,37.25,22.76,17.12,8.72,0.44,0.43,0.41,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,100.29,104.22,136.39,130.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51.68,36.12,24.99,17.3,2074481,83267.26,-0.17,1.6,1.6,1.42,5.16,1,-1
20140527,28.4,28.29,27.81,27.57,26.75,26.28,27.34,0.23,0.48,0.72,0.49,0.17,59.47,57.82,55.66,53.11,71.13,79.89,82.51,90.12,66.36,78.38,82.37,89.69,37.86,23.25,17.23,8.79,0.4,0.42,0.41,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,50.72,82.24,116.36,121.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.34,32.62,23.9,16.79,2072907,83258.99,-0.53,-1.22,1.07,2.16,4.8,2,-1
20140528,28.6,28.37,27.88,27.59,26.78,26.29,27.33,0.24,0.5,0.74,0.5,0.18,63.44,59.88,56.4,53.5,70.08,80.07,83.2,90.4,67.96,80.44,84.58,90.95,38.41,23.72,17.35,8.86,0.4,0.41,0.41,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,54.34,83.82,120.13,125.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.34,32.62,23.9,16.79,2074411,83269.58,0.7,0,1.78,2.88,5.54,3,-1
